	tweet_id	jpg_url	prob_breed	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	doggo	floofer	pupper	puppo	num_likes	num_retweets
833	711363825979756544	https://pbs.twimg.com/media/Cd9Fn5QUMAAYMT4.jpg	Pembroke	2016-03-20 01:28:47 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"""Please, no puparazzi"" 11/10 https://t.co/nJIXSPfedK"	https://twitter.com/dog_rates/status/711363825979756544/photo/1,https://twitter.com/dog_rates/status/711363825979756544/photo/1	11.0	10.0	None	None	None	None	None	3838.0	1209.0
834	711732680602345472	https://pbs.twimg.com/media/CeCVGEbUYAASeY4.jpg	Ibizan_hound	2016-03-21 01:54:29 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I want to hear the joke this dog was just told. 10/10 https://t.co/1KiuZqqOD4	https://twitter.com/dog_rates/status/711732680602345472/photo/1,https://twitter.com/dog_rates/status/711732680602345472/photo/1,https://twitter.com/dog_rates/status/711732680602345472/photo/1	10.0	10.0	None	None	None	None	None	9330.0	4400.0
835	711743778164514816	https://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg	Lakeland_terrier	2016-03-21 02:38:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Roosevelt. He's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af https://t.co/QcSIRDpfVg	https://twitter.com/dog_rates/status/711743778164514816/photo/1	11.0	10.0	Roosevelt	None	None	None	None	2990.0	1054.0
836	711998809858043904	https://pbs.twimg.com/tweet_video_thumb/CeGGkWuUUAAYWU1.jpg	kuvasz	2016-03-21 19:31:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @twitter: @dog_rates Awesome Tweet! 12/10. Would Retweet. #LoveTwitter https://t.co/j6FQGhxYuN	https://twitter.com/twitter/status/711998279773347841/photo/1,https://twitter.com/twitter/status/711998279773347841/photo/1	12.0	10.0	None	None	None	None	None	0.0	134.0
838	712097430750289920	https://pbs.twimg.com/media/CeHg1klW8AE4YOB.jpg	Labrador_retriever	2016-03-22 02:03:52 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8AGcQ4hIfK	https://twitter.com/dog_rates/status/712097430750289920/photo/1	10.0	10.0	None	None	None	None	None	3989.0	1106.0
840	712668654853337088	https://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg	Labrador_retriever	2016-03-23 15:53:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both https://t.co/88aedAmxcl	https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1,https://twitter.com/dog_rates/status/712668654853337088/photo/1	10.0	10.0	Sunny	None	None	None	None	4363.0	1300.0
842	712809025985978368	https://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg	Labrador_retriever	2016-03-24 01:11:29 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn	https://twitter.com/dog_rates/status/712809025985978368/photo/1	10.0	10.0	Stubert	None	None	None	None	19521.0	7196.0
843	713175907180089344	https://pbs.twimg.com/media/CeW1tERWAAAA9Q2.jpg	malamute	2016-03-25 01:29:21 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Opie and Clarkus. Clarkus fell asleep so Opie buried him. Ruthless af 10/10 for both https://t.co/xT7XaY4gnW	https://twitter.com/dog_rates/status/713175907180089344/photo/1	10.0	10.0	Opie	None	None	None	None	4683.0	1557.0
844	713177543487135744	https://pbs.twimg.com/media/CeW3MWMWQAEOMbq.jpg	whippet	2016-03-25 01:35:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance https://t.co/SqnG9Ap28J	https://twitter.com/dog_rates/status/713177543487135744/photo/1	10.0	10.0	Lance	None	None	None	None	7556.0	3021.0
846	713761197720473600	https://pbs.twimg.com/media/CefKBOuWIAAIlKD.jpg	Brittany_spaniel	2016-03-26 16:15:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af https://t.co/QP6GHi5az9	https://twitter.com/dog_rates/status/713761197720473600/photo/1,https://twitter.com/dog_rates/status/713761197720473600/photo/1	12.0	10.0	Piper	None	None	None	None	5123.0	1473.0
848	713919462244790272	https://pbs.twimg.com/media/CehZ9mLWsAAsn28.jpg	Siberian_husky	2016-03-27 02:43:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture https://t.co/7vyAzIURrE	https://twitter.com/dog_rates/status/713919462244790272/photo/1	12.0	10.0	Kanu	None	None	None	None	3438.0	828.0
849	714141408463036416	https://pbs.twimg.com/media/Cekj0qwXEAAHcS6.jpg	Labrador_retriever	2016-03-27 17:25:54 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/O2RlKXigHu	https://twitter.com/dog_rates/status/714141408463036416/photo/1	10.0	10.0	None	None	None	None	None	4522.0	1499.0
850	714214115368108032	https://pbs.twimg.com/media/Cell8ikWIAACCJ-.jpg	pug	2016-03-27 22:14:49 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB	https://twitter.com/dog_rates/status/714214115368108032/photo/1	13.0	10.0	None	None	None	None	None	2380.0	939.0
853	714606013974974464	https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg	Norfolk_terrier	2016-03-29 00:12:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG	https://twitter.com/dog_rates/status/714606013974974464/photo/1	12.0	10.0	None	None	None	None	None	3804.0	990.0
854	714957620017307648	https://pbs.twimg.com/media/CewKKiOWwAIe3pR.jpg	Great_Pyrenees	2016-03-29 23:29:14 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup https://t.co/s8YcfZrWhK	https://twitter.com/dog_rates/status/714957620017307648/photo/1	10.0	10.0	Curtis	None	None	None	None	4344.0	1515.0
856	715009755312439296	https://pbs.twimg.com/media/Cew5kyOWsAA8Y_o.jpg	Chihuahua	2016-03-30 02:56:24 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Siba. She's remarkably mobile. Very sleepy as well. 12/10 would happily transport https://t.co/TjnI33RE1i	https://twitter.com/dog_rates/status/715009755312439296/photo/1	12.0	10.0	Siba	None	None	None	None	4371.0	1323.0
857	715200624753819648	https://pbs.twimg.com/media/CeznK6IWEAEFUPq.jpg	Chihuahua	2016-03-30 15:34:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Michelangelope. He's half coffee cup. Rare af. 12/10 would hug until someone stopped me https://t.co/tvVDY0G911	https://twitter.com/dog_rates/status/715200624753819648/photo/1	12.0	10.0	Michelangelope	None	None	None	None	5371.0	2014.0
861	715696743237730304	https://pbs.twimg.com/media/Ce6qZC2WAAAcSoI.jpg	Staffordshire_bullterrier	2016-04-01 00:26:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty https://t.co/cYPHuJYTjC	https://twitter.com/dog_rates/status/715696743237730304/photo/1	10.0	10.0	Toby	None	None	None	None	4099.0	1377.0
862	715733265223708672	https://pbs.twimg.com/media/Ce7LlUeUUAEQkQl.jpg	Dandie_Dinmont	2016-04-01 02:51:22 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10 https://t.co/cxl6xGY8B9	https://twitter.com/dog_rates/status/715733265223708672/photo/1	10.0	10.0	a	None	None	None	None	4901.0	1803.0
863	715928423106027520	https://pbs.twimg.com/media/Ce99GhLW8AAHG38.jpg	pug	2016-04-01 15:46:52 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively https://t.co/3BhMojONxq	https://twitter.com/dog_rates/status/715928423106027520/photo/1	11.0	10.0	Bubbles	None	None	None	None	3348.0	933.0
864	716080869887381504	https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg	golden_retriever	2016-04-02 01:52:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu	https://twitter.com/dog_rates/status/716080869887381504/photo/1,https://twitter.com/dog_rates/status/716080869887381504/photo/1	11.0	10.0	None	doggo	None	None	None	7033.0	2047.0
865	716285507865542656	https://pbs.twimg.com/media/CfDB3aJXEAAEZNv.jpg	Yorkshire_terrier	2016-04-02 15:25:47 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Stephanus. She stays woke. 12/10 https://t.co/WIWabMngQZ	https://twitter.com/dog_rates/status/716285507865542656/photo/1,https://twitter.com/dog_rates/status/716285507865542656/photo/1	12.0	10.0	Stephanus	None	None	None	None	2916.0	1159.0
867	716791146589110272	https://pbs.twimg.com/media/CfKNvU8WsAAvI9Z.jpg	Pomeranian	2016-04-04 00:55:01 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet https://t.co/h0trcJohYO	https://twitter.com/dog_rates/status/716791146589110272/photo/1	11.0	10.0	Jennifur	None	None	None	None	6262.0	1531.0
868	716802964044845056	https://pbs.twimg.com/media/CfKYfeBXIAAopp2.jpg	malinois	2016-04-04 01:41:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Link. He struggles with couches. 10/10 would assist https://t.co/SbX4e6Yg3o	https://twitter.com/dog_rates/status/716802964044845056/photo/1,https://twitter.com/dog_rates/status/716802964044845056/photo/1	10.0	10.0	Link	None	None	None	None	4481.0	1255.0
870	717047459982213120	https://pbs.twimg.com/media/CfN23ArXEAEkZkz.jpg	golden_retriever	2016-04-04 17:53:31 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well https://t.co/fGgleFiBPq	https://twitter.com/dog_rates/status/717047459982213120/photo/1	12.0	10.0	Flávio	None	None	None	None	6569.0	2035.0
871	717421804990701568	https://pbs.twimg.com/media/CfTLUYWXEAEkyES.jpg	miniature_pinscher	2016-04-05 18:41:02 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly https://t.co/LBJqxMGaHi	https://twitter.com/dog_rates/status/717421804990701568/photo/1,https://twitter.com/dog_rates/status/717421804990701568/photo/1	9.0	10.0	Ebby	None	None	None	None	3305.0	900.0
873	717841801130979328	https://pbs.twimg.com/media/CfZJTphWAAAl5Ys.jpg	Brittany_spaniel	2016-04-06 22:29:56 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Barclay. His father was a banana. 11/10 appeeling af https://t.co/ucOEfr2rjV	https://twitter.com/dog_rates/status/717841801130979328/photo/1	11.0	10.0	Barclay	None	None	None	None	2569.0	633.0
874	718234618122661888	https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg	malamute	2016-04-08 00:30:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb	https://twitter.com/dog_rates/status/718234618122661888/photo/1	11.0	10.0	Suki	None	None	None	None	4063.0	1070.0
875	718246886998687744	https://pbs.twimg.com/media/Cfe5tLWXEAIaoFO.jpg	Chihuahua	2016-04-08 01:19:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target https://t.co/FmxOpf2Sgl	https://twitter.com/dog_rates/status/718246886998687744/photo/1	13.0	10.0	Alexanderson	None	None	None	None	2025.0	534.0
876	718460005985447936	https://pbs.twimg.com/media/Cfh7j6CWQAAndTd.jpg	Boston_bull	2016-04-08 15:26:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Bowie. He's listening for underground squirrels. Smart af. Left eye is considerably magical. 9/10 would so pet https://t.co/JyNmyjy3fe	https://twitter.com/dog_rates/status/718460005985447936/photo/1	9.0	10.0	Bowie	None	None	None	None	2829.0	564.0
879	718631497683582976	https://pbs.twimg.com/media/CfkXiX6W4AAmICF.jpg	Pomeranian	2016-04-09 02:47:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t.co/D9jbbmPmos	https://twitter.com/dog_rates/status/718631497683582976/photo/1	10.0	10.0	None	None	None	None	None	19808.0	8632.0
880	718939241951195136	https://pbs.twimg.com/media/CfovbK4WIAAkTn3.jpg	Pembroke	2016-04-09 23:10:47 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Otis. Everybody look at Otis. 12/10 would probably faint while petting https://t.co/I9qoe1uEih	https://twitter.com/dog_rates/status/718939241951195136/photo/1	12.0	10.0	Otis	None	None	None	None	5493.0	1879.0
881	718971898235854848	https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg	golden_retriever	2016-04-10 01:20:33 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Sadie. She is prepared for battle. 10/10 https://t.co/JRckDkZVRT	https://twitter.com/dog_rates/status/718971898235854848/photo/1	10.0	10.0	Sadie	None	None	None	None	3661.0	1169.0
882	719332531645071360	https://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg	Dandie_Dinmont	2016-04-11 01:13:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 https://t.co/htrlmC7saz	https://twitter.com/dog_rates/status/719332531645071360/photo/1	11.0	10.0	Pippa	None	None	None	None	3581.0	1020.0
884	719367763014393856	https://pbs.twimg.com/media/Cfu1KSRXEAACC5X.jpg	soft-coated_wheaten_terrier	2016-04-11 03:33:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Sid &amp; Murphy. Murphy floats alongside Sid and whispers motivational quotes in his ear. Magical af. Both 11/10 https://t.co/7mmjyearQW	https://twitter.com/dog_rates/status/719367763014393856/photo/1	11.0	10.0	Sid	None	None	None	None	2928.0	787.0
885	719551379208073216	https://pbs.twimg.com/media/CfxcKU6W8AE-wEx.jpg	malamute	2016-04-11 15:43:12 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold https://t.co/S6JHaSMtln	https://twitter.com/dog_rates/status/719551379208073216/photo/1	10.0	10.0	Harnold	None	None	None	None	5298.0	2056.0
886	719991154352222208	https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg	golden_retriever	2016-04-12 20:50:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV	https://twitter.com/dog_rates/status/719991154352222208/photo/1,https://twitter.com/dog_rates/status/719991154352222208/photo/1	10.0	10.0	None	doggo	None	None	None	5062.0	1863.0
889	720389942216527872	https://pbs.twimg.com/media/Cf9W1J-UMAErahM.jpg	Pembroke	2016-04-13 23:15:21 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ralphé. He patrols the lake. Looking for babes. 11/10 https://t.co/Pb6iMmo0wk	https://twitter.com/dog_rates/status/720389942216527872/photo/1	11.0	10.0	Ralphé	None	None	None	None	6718.0	2686.0
890	720415127506415616	https://pbs.twimg.com/media/Cf9tuHUWsAAHSrV.jpg	Rottweiler	2016-04-14 00:55:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Garden's coming in nice this year. 10/10 https://t.co/5Lra3e4rrw	https://twitter.com/dog_rates/status/720415127506415616/photo/1,https://twitter.com/dog_rates/status/720415127506415616/photo/1,https://twitter.com/dog_rates/status/720415127506415616/photo/1	10.0	10.0	None	None	None	None	None	4326.0	1593.0
891	720775346191278080	https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg	Newfoundland	2016-04-15 00:46:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Berkeley. He's in a predicament. 10/10 someone help him https://t.co/XSEXdQupej	https://twitter.com/dog_rates/status/720775346191278080/photo/1	10.0	10.0	Berkeley	None	None	None	None	2599.0	724.0
893	721001180231503872	https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg	Samoyed	2016-04-15 15:44:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 https://t.co/AFzzKqR4tT	https://twitter.com/dog_rates/status/721001180231503872/photo/1	11.0	10.0	Oliver	None	None	pupper	None	2654.0	656.0
894	721503162398597120	https://pbs.twimg.com/media/CgNLS1PW8AAxWSN.jpg	Pomeranian	2016-04-17 00:58:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Panda. He's happy af. 11/10 https://t.co/IOAk9i4UvE	https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1	11.0	10.0	Panda	None	None	None	None	4885.0	1999.0
897	723179728551723008	https://pbs.twimg.com/media/CglAHjAUgAAfxcq.jpg	Norwegian_elkhound	2016-04-21 16:00:57 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup https://t.co/8dNWp1cSEa	https://twitter.com/dog_rates/status/723179728551723008/photo/1	8.0	10.0	Jangle	None	None	None	None	5556.0	2005.0
900	723912936180330496	https://pbs.twimg.com/media/Cgva-QqUUAA7Hv9.jpg	Samoyed	2016-04-23 16:34:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of https://t.co/AhMfUu6Onm	https://twitter.com/dog_rates/status/723912936180330496/photo/1	12.0	10.0	Sugar	None	None	None	None	4086.0	1307.0
903	724049859469295616	https://pbs.twimg.com/media/CgxXf1TWYAEjY61.jpg	Border_collie	2016-04-24 01:38:33 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it https://t.co/XTsZTgilnT	https://twitter.com/dog_rates/status/724049859469295616/photo/1	10.0	10.0	Kreggory	None	None	None	None	4536.0	1888.0
904	724405726123311104	https://pbs.twimg.com/media/Cg2bKLAWwAA0WEm.jpg	golden_retriever	2016-04-25 01:12:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper https://t.co/nRUaKWnJfH	https://twitter.com/dog_rates/status/724405726123311104/photo/1	10.0	10.0	Ashleigh	None	None	pupper	None	5563.0	1759.0
906	724983749226668032	https://pbs.twimg.com/media/Cg-o3w0WgAANXdv.jpg	golden_retriever	2016-04-26 15:29:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you https://t.co/qFqLtudIiD	https://twitter.com/dog_rates/status/724983749226668032/photo/1	12.0	10.0	Fred	None	None	None	None	3889.0	1390.0
908	725786712245440512	https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg	chow	2016-04-28 20:40:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af https://t.co/uIdGqug9rw	https://twitter.com/dog_rates/status/725786712245440512/photo/1	11.0	10.0	Lillie	None	None	pupper	None	4368.0	1451.0
910	726224900189511680	https://pbs.twimg.com/media/ChQRsYaW0AETD7z.jpg	standard_poodle	2016-04-30 01:41:23 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I'm getting super heckin frustrated with you all sending in non canines like this ostrich. We only rate dogs... 9/10 https://t.co/Rgbni2Ns8z	https://twitter.com/dog_rates/status/726224900189511680/photo/1	9.0	10.0	None	None	None	None	None	4633.0	1230.0
914	727175381690781696	https://pbs.twimg.com/media/ChdyJvdWwAA5HGd.jpg	flat-coated_retriever	2016-05-02 16:38:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already https://t.co/vXLkvyNQHp	https://twitter.com/dog_rates/status/727175381690781696/photo/1,https://twitter.com/dog_rates/status/727175381690781696/photo/1	10.0	10.0	Karll	None	None	None	None	4064.0	1469.0
919	727685679342333952	https://pbs.twimg.com/media/ChlCQg-VIAQ_8g4.jpg	Border_collie	2016-05-04 02:26:00 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in https://t.co/yJ26LNuyj5	https://twitter.com/dog_rates/status/727685679342333952/photo/1	12.0	10.0	Cilantro	None	None	None	None	3087.0	683.0
920	728015554473250816	https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg	cocker_spaniel	2016-05-05 00:16:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi	https://twitter.com/dog_rates/status/728015554473250816/photo/1	11.0	10.0	Rueben	None	None	pupper	None	4305.0	1168.0
923	728387165835677696	https://pbs.twimg.com/media/ChvAQuMWMAAVaKD.jpg	collie	2016-05-06 00:53:27 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 https://t.co/SiaiTWgsfP	https://twitter.com/dog_rates/status/728387165835677696/photo/1	12.0	10.0	Enchilada	None	None	None	None	3853.0	1023.0
925	728751179681943552	https://pbs.twimg.com/media/Ch0LVPdW0AEdHgU.jpg	Saint_Bernard	2016-05-07 00:59:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Flurpson. He can't believe it's not butter. 10/10 https://t.co/XD3ort1PsE	https://twitter.com/dog_rates/status/728751179681943552/photo/1	10.0	10.0	Flurpson	None	None	None	None	2918.0	725.0
929	729823566028484608	https://pbs.twimg.com/media/CiDap8fWEAAC4iW.jpg	kelpie	2016-05-10 00:01:12 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Stefan. He's a downright remarkable pup. 13/10 https://t.co/Ebjt6Y4fMh	https://twitter.com/dog_rates/status/729823566028484608/photo/1	13.0	10.0	Stefan	None	None	None	None	4189.0	1326.0
930	730211855403241472	https://pbs.twimg.com/media/CiI7zVZUoAEzGW7.jpg	pug	2016-05-11 01:44:07 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her https://t.co/K7pthJXjWE	https://twitter.com/dog_rates/status/730211855403241472/photo/1	11.0	10.0	Ziva	None	None	None	None	4020.0	1131.0
932	730573383004487680	https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg	American_Staffordshire_terrier	2016-05-12 01:40:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV	https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1	10.0	10.0	Rooney	None	None	pupper	None	5170.0	2305.0
935	732005617171337216	https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg	English_setter	2016-05-16 00:31:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r	https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1	11.0	10.0	Larry	None	None	None	None	15710.0	5845.0
936	732375214819057664	https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg	basset	2016-05-17 01:00:32 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE	https://twitter.com/dog_rates/status/732375214819057664/photo/1	11.0	10.0	Kyle	doggo	None	None	None	8512.0	2702.0
